assignment,video,scene,scale_label,scale_value,movement_label,movement_value,frames,time(s),size(MB),dir
train,tt2731500,0018,ECS,0,Motion,0,49,1.96,0.39,./../data/train/tt2731500/shot_0018.mp4
train,tt2731970,0005,ECS,0,Motion,0,51,1.70,0.28,./../data/train/tt2731970/shot_0005.mp4
train,tt2731970,0016,ECS,0,Static,4,42,1.40,0.25,./../data/train/tt2731970/shot_0016.mp4
train,tt2731970,0022,ECS,0,Motion,0,39,1.30,0.20,./../data/train/tt2731970/shot_0022.mp4
train,tt2731970,0036,ECS,0,Motion,0,54,1.80,0.29,./../data/train/tt2731970/shot_0036.mp4
train,tt2731970,0042,ECS,0,Motion,0,59,1.97,0.25,./../data/train/tt2731970/shot_0042.mp4
train,tt2732210,0007,ECS,0,Static,4,57,1.90,0.24,./../data/train/tt2732210/shot_0007.mp4
train,tt2732932,0009,ECS,0,Static,4,32,1.28,0.15,./../data/train/tt2732932/shot_0009.mp4
train,tt2732932,0016,CS,1,Motion,0,69,2.76,0.46,./../data/train/tt2732932/shot_0016.mp4
train,tt2732932,0027,FS,3,Static,4,29,1.16,0.20,./../data/train/tt2732932/shot_0027.mp4
train,tt2733258,0012,ECS,0,Static,4,34,1.42,0.44,./../data/train/tt2733258/shot_0012.mp4
train,tt2733258,0014,ECS,0,Static,4,47,1.96,0.58,./../data/train/tt2733258/shot_0014.mp4
train,tt2733258,0015,CS,1,Static,4,40,1.67,0.41,./../data/train/tt2733258/shot_0015.mp4
train,tt2733258,0016,ECS,0,Static,4,17,0.71,0.24,./../data/train/tt2733258/shot_0016.mp4
train,tt2733258,0019,ECS,0,Motion,0,17,0.71,0.25,./../data/train/tt2733258/shot_0019.mp4
train,tt2733258,0027,ECS,0,Motion,0,42,1.75,0.49,./../data/train/tt2733258/shot_0027.mp4
train,tt2734568,0010,CS,1,Static,4,64,2.67,0.71,./../data/train/tt2734568/shot_0010.mp4
train,tt2734568,0015,CS,1,Static,4,65,2.71,0.99,./../data/train/tt2734568/shot_0015.mp4
train,tt2734744,0008,LS,4,Static,4,23,0.92,0.55,./../data/train/tt2734744/shot_0008.mp4
train,tt2734744,0023,ECS,0,Static,4,25,1.00,0.21,./../data/train/tt2734744/shot_0023.mp4
train,tt2735292,0001,MS,2,Push,1,34,1.42,0.51,./../data/train/tt2735292/shot_0001.mp4
train,tt2735292,0006,ECS,0,Motion,0,33,1.38,0.20,./../data/train/tt2735292/shot_0006.mp4
train,tt2735292,0029,MS,2,Static,4,25,1.04,0.13,./../data/train/tt2735292/shot_0029.mp4
train,tt2735292,0038,ECS,0,Motion,0,18,0.75,0.09,./../data/train/tt2735292/shot_0038.mp4
train,tt2735996,0025,FS,3,Static,4,40,1.67,0.43,./../data/train/tt2735996/shot_0025.mp4
train,tt2736328,0010,FS,3,Static,4,20,0.80,0.33,./../data/train/tt2736328/shot_0010.mp4
train,tt2736328,0019,FS,3,Motion,0,38,1.52,0.60,./../data/train/tt2736328/shot_0019.mp4
train,tt2736328,0021,ECS,0,Static,4,67,2.68,0.68,./../data/train/tt2736328/shot_0021.mp4
train,tt2736328,0022,CS,1,Static,4,46,1.84,0.44,./../data/train/tt2736328/shot_0022.mp4
train,tt2736328,0042,CS,1,Static,4,37,1.48,0.34,./../data/train/tt2736328/shot_0042.mp4
train,tt2736328,0048,MS,2,Motion,0,33,1.32,0.48,./../data/train/tt2736328/shot_0048.mp4
train,tt2736328,0051,FS,3,Motion,0,85,3.40,1.86,./../data/train/tt2736328/shot_0051.mp4
train,tt2736854,0020,MS,2,Motion,0,16,0.67,0.36,./../data/train/tt2736854/shot_0020.mp4
train,tt2736854,0033,FS,3,Static,4,26,1.08,0.41,./../data/train/tt2736854/shot_0033.mp4
train,tt2736854,0035,FS,3,Motion,0,20,0.83,0.40,./../data/train/tt2736854/shot_0035.mp4
train,tt2736854,0037,CS,1,Static,4,18,0.75,0.18,./../data/train/tt2736854/shot_0037.mp4
train,tt2736854,0044,CS,1,Static,4,24,1.00,0.37,./../data/train/tt2736854/shot_0044.mp4
train,tt2736854,0050,MS,2,Static,4,36,1.50,0.57,./../data/train/tt2736854/shot_0050.mp4
train,tt2736932,0008,FS,3,Static,4,47,1.96,0.28,./../data/train/tt2736932/shot_0008.mp4
train,tt2736932,0012,FS,3,Static,4,22,0.92,0.18,./../data/train/tt2736932/shot_0012.mp4
train,tt2736932,0022,CS,1,Static,4,56,2.33,0.40,./../data/train/tt2736932/shot_0022.mp4
train,tt2736932,0029,ECS,0,Static,4,19,0.79,0.19,./../data/train/tt2736932/shot_0029.mp4
train,tt2736932,0036,CS,1,Static,4,67,2.79,0.47,./../data/train/tt2736932/shot_0036.mp4
train,tt2736932,0037,MS,2,Static,4,37,1.54,0.25,./../data/train/tt2736932/shot_0037.mp4
train,tt2736932,0039,MS,2,Static,4,14,0.58,0.07,./../data/train/tt2736932/shot_0039.mp4
train,tt2736932,0053,CS,1,Static,4,17,0.71,0.13,./../data/train/tt2736932/shot_0053.mp4
train,tt2736932,0064,FS,3,Static,4,38,1.58,0.24,./../data/train/tt2736932/shot_0064.mp4
train,tt2736932,0070,ECS,0,Static,4,34,1.42,0.23,./../data/train/tt2736932/shot_0070.mp4
train,tt2737050,0018,CS,1,Motion,0,15,0.63,0.19,./../data/train/tt2737050/shot_0018.mp4
train,tt2737310,0011,FS,3,Motion,0,73,3.04,0.92,./../data/train/tt2737310/shot_0011.mp4
train,tt2737310,0013,CS,1,Push,1,46,1.92,0.37,./../data/train/tt2737310/shot_0013.mp4
train,tt2737310,0032,CS,1,Static,4,145,6.05,0.87,./../data/train/tt2737310/shot_0032.mp4
train,tt2737310,0035,CS,1,Static,4,101,4.21,0.92,./../data/train/tt2737310/shot_0035.mp4
train,tt2737310,0037,CS,1,Motion,0,108,4.50,0.88,./../data/train/tt2737310/shot_0037.mp4
train,tt2739078,0013,FS,3,Static,4,23,0.96,0.53,./../data/train/tt2739078/shot_0013.mp4
train,tt2739338,0023,FS,3,Static,4,37,1.54,0.31,./../data/train/tt2739338/shot_0023.mp4
train,tt2739338,0030,ECS,0,Static,4,28,1.17,0.23,./../data/train/tt2739338/shot_0030.mp4
train,tt2740684,0008,FS,3,Motion,0,75,3.00,1.07,./../data/train/tt2740684/shot_0008.mp4
train,tt2740684,0015,FS,3,Motion,0,15,0.60,0.63,./../data/train/tt2740684/shot_0015.mp4
train,tt2740684,0020,FS,3,Static,4,41,1.64,0.85,./../data/train/tt2740684/shot_0020.mp4
train,tt2740684,0021,MS,2,Static,4,184,7.36,3.01,./../data/train/tt2740684/shot_0021.mp4
train,tt2740684,0024,FS,3,Static,4,83,3.32,1.24,./../data/train/tt2740684/shot_0024.mp4
train,tt2740684,0029,FS,3,Motion,0,80,3.20,1.58,./../data/train/tt2740684/shot_0029.mp4
train,tt2740684,0033,LS,4,Static,4,37,1.48,0.29,./../data/train/tt2740684/shot_0033.mp4
train,tt2740684,0046,CS,1,Motion,0,62,2.48,1.24,./../data/train/tt2740684/shot_0046.mp4
train,tt2740684,0051,MS,2,Motion,0,151,6.04,2.54,./../data/train/tt2740684/shot_0051.mp4
train,tt2741356,0016,MS,2,Motion,0,31,1.29,0.54,./../data/train/tt2741356/shot_0016.mp4
train,tt2741356,0063,CS,1,Motion,0,27,1.13,0.40,./../data/train/tt2741356/shot_0063.mp4
train,tt2741356,0065,CS,1,Motion,0,42,1.75,0.73,./../data/train/tt2741356/shot_0065.mp4
train,tt2741356,0081,MS,2,Motion,0,66,2.75,1.39,./../data/train/tt2741356/shot_0081.mp4
train,tt2741806,0008,CS,1,Motion,0,22,0.92,0.40,./../data/train/tt2741806/shot_0008.mp4
train,tt2747766,0006,MS,2,Motion,0,14,0.58,0.14,./../data/train/tt2747766/shot_0006.mp4
train,tt2747766,0026,MS,2,Motion,0,19,0.79,0.13,./../data/train/tt2747766/shot_0026.mp4
train,tt2747766,0032,CS,1,Motion,0,21,0.88,0.12,./../data/train/tt2747766/shot_0032.mp4
train,tt2747766,0033,MS,2,Static,4,19,0.79,0.09,./../data/train/tt2747766/shot_0033.mp4
train,tt2747766,0040,FS,3,Motion,0,32,1.33,0.49,./../data/train/tt2747766/shot_0040.mp4
train,tt2747766,0042,CS,1,Static,4,22,0.92,0.12,./../data/train/tt2747766/shot_0042.mp4
train,tt2747766,0074,LS,4,Motion,0,24,1.00,0.35,./../data/train/tt2747766/shot_0074.mp4
train,tt2747766,0089,MS,2,Static,4,15,0.63,0.10,./../data/train/tt2747766/shot_0089.mp4
train,tt2748546,0000,LS,4,Static,4,105,4.38,0.64,./../data/train/tt2748546/shot_0000.mp4
train,tt2749282,0011,MS,2,Push,1,38,1.58,0.39,./../data/train/tt2749282/shot_0011.mp4
train,tt2749282,0023,LS,4,Static,4,14,0.58,0.13,./../data/train/tt2749282/shot_0023.mp4
train,tt2749282,0029,CS,1,Static,4,16,0.67,0.12,./../data/train/tt2749282/shot_0029.mp4
train,tt2749282,0034,FS,3,Motion,0,18,0.75,0.53,./../data/train/tt2749282/shot_0034.mp4
train,tt2749282,0038,FS,3,Motion,0,22,0.92,0.52,./../data/train/tt2749282/shot_0038.mp4
train,tt2749282,0039,FS,3,Static,4,21,0.88,0.31,./../data/train/tt2749282/shot_0039.mp4
train,tt2749282,0045,LS,4,Static,4,19,0.79,0.30,./../data/train/tt2749282/shot_0045.mp4
train,tt2749282,0048,LS,4,Motion,0,31,1.29,0.48,./../data/train/tt2749282/shot_0048.mp4
train,tt2749282,0050,MS,2,Motion,0,14,0.58,0.25,./../data/train/tt2749282/shot_0050.mp4
train,tt2749282,0062,FS,3,Motion,0,15,0.63,0.25,./../data/train/tt2749282/shot_0062.mp4
train,tt2751324,0011,CS,1,Static,4,18,0.72,0.19,./../data/train/tt2751324/shot_0011.mp4
train,tt2751324,0014,ECS,0,Static,4,91,3.64,1.22,./../data/train/tt2751324/shot_0014.mp4
train,tt2751324,0019,CS,1,Motion,0,34,1.36,0.24,./../data/train/tt2751324/shot_0019.mp4
train,tt2751324,0023,LS,4,Static,4,57,2.28,0.21,./../data/train/tt2751324/shot_0023.mp4
train,tt2751324,0024,LS,4,Static,4,68,2.72,0.25,./../data/train/tt2751324/shot_0024.mp4
train,tt2752200,0020,ECS,0,Motion,0,38,1.58,0.32,./../data/train/tt2752200/shot_0020.mp4
train,tt2752200,0038,MS,2,Static,4,32,1.33,0.17,./../data/train/tt2752200/shot_0038.mp4
train,tt2752736,0015,MS,2,Static,4,21,0.88,0.49,./../data/train/tt2752736/shot_0015.mp4
train,tt2752736,0020,MS,2,Static,4,26,1.08,0.41,./../data/train/tt2752736/shot_0020.mp4
train,tt2752758,0012,ECS,0,Motion,0,39,1.56,0.48,./../data/train/tt2752758/shot_0012.mp4
train,tt2752758,0025,ECS,0,Motion,0,47,1.88,0.45,./../data/train/tt2752758/shot_0025.mp4
train,tt2752758,0032,CS,1,Motion,0,40,1.60,1.30,./../data/train/tt2752758/shot_0032.mp4
train,tt2752758,0035,FS,3,Motion,0,19,0.76,0.86,./../data/train/tt2752758/shot_0035.mp4
train,tt2752758,0043,CS,1,Motion,0,14,0.56,0.21,./../data/train/tt2752758/shot_0043.mp4
train,tt2753778,0008,CS,1,Static,4,36,1.50,0.24,./../data/train/tt2753778/shot_0008.mp4
train,tt2753778,0013,MS,2,Static,4,19,0.79,0.23,./../data/train/tt2753778/shot_0013.mp4
train,tt2755016,0006,LS,4,Static,4,24,1.00,0.11,./../data/train/tt2755016/shot_0006.mp4
train,tt2755016,0007,ECS,0,Static,4,15,0.63,0.10,./../data/train/tt2755016/shot_0007.mp4
train,tt2755016,0013,LS,4,Motion,0,22,0.92,0.16,./../data/train/tt2755016/shot_0013.mp4
train,tt2755016,0015,FS,3,Motion,0,74,3.09,0.61,./../data/train/tt2755016/shot_0015.mp4
train,tt2755016,0016,LS,4,Push,1,40,1.67,0.42,./../data/train/tt2755016/shot_0016.mp4
train,tt2755016,0050,MS,2,Static,4,18,0.75,0.13,./../data/train/tt2755016/shot_0050.mp4
train,tt2755016,0075,ECS,0,Static,4,34,1.42,0.25,./../data/train/tt2755016/shot_0075.mp4
train,tt2756032,0020,LS,4,Static,4,27,1.08,0.27,./../data/train/tt2756032/shot_0020.mp4
train,tt2758904,0004,FS,3,Static,4,21,0.88,0.25,./../data/train/tt2758904/shot_0004.mp4
train,tt2758904,0010,MS,2,Static,4,37,1.54,0.40,./../data/train/tt2758904/shot_0010.mp4
train,tt2758904,0017,CS,1,Static,4,34,1.42,0.37,./../data/train/tt2758904/shot_0017.mp4
train,tt2758904,0021,LS,4,Push,1,21,0.88,0.46,./../data/train/tt2758904/shot_0021.mp4
train,tt2758904,0042,MS,2,Static,4,21,0.88,0.26,./../data/train/tt2758904/shot_0042.mp4
train,tt2758904,0050,MS,2,Static,4,19,0.79,0.19,./../data/train/tt2758904/shot_0050.mp4
train,tt2758904,0071,FS,3,Static,4,32,1.33,0.46,./../data/train/tt2758904/shot_0071.mp4
train,tt2758904,0082,FS,3,Static,4,22,0.92,0.40,./../data/train/tt2758904/shot_0082.mp4
train,tt2758904,0100,CS,1,Static,4,52,2.17,0.32,./../data/train/tt2758904/shot_0100.mp4
train,tt2759652,0006,ECS,0,Static,4,40,1.60,0.34,./../data/train/tt2759652/shot_0006.mp4
train,tt2759652,0018,CS,1,Static,4,43,1.72,0.50,./../data/train/tt2759652/shot_0018.mp4
train,tt2759652,0030,ECS,0,Motion,0,162,6.48,2.02,./../data/train/tt2759652/shot_0030.mp4
train,tt2760434,0006,CS,1,Static,4,29,1.21,0.21,./../data/train/tt2760434/shot_0006.mp4
train,tt2760434,0011,ECS,0,Static,4,29,1.21,0.12,./../data/train/tt2760434/shot_0011.mp4
train,tt2760434,0014,ECS,0,Static,4,32,1.33,0.10,./../data/train/tt2760434/shot_0014.mp4
train,tt2760434,0026,ECS,0,Motion,0,25,1.04,0.14,./../data/train/tt2760434/shot_0026.mp4
train,tt2760434,0030,LS,4,Static,4,16,0.67,0.14,./../data/train/tt2760434/shot_0030.mp4
train,tt2760434,0034,ECS,0,Motion,0,24,1.00,0.15,./../data/train/tt2760434/shot_0034.mp4
train,tt2760434,0036,CS,1,Static,4,26,1.08,0.14,./../data/train/tt2760434/shot_0036.mp4
train,tt2760434,0038,CS,1,Static,4,21,0.88,0.12,./../data/train/tt2760434/shot_0038.mp4
train,tt2760434,0048,ECS,0,Static,4,44,1.84,0.23,./../data/train/tt2760434/shot_0048.mp4
train,tt2760434,0050,ECS,0,Static,4,23,0.96,0.12,./../data/train/tt2760434/shot_0050.mp4
train,tt2760434,0051,CS,1,Static,4,20,0.83,0.16,./../data/train/tt2760434/shot_0051.mp4
train,tt2760434,0061,CS,1,Motion,0,15,0.63,0.09,./../data/train/tt2760434/shot_0061.mp4
train,tt2760434,0066,ECS,0,Static,4,29,1.21,0.15,./../data/train/tt2760434/shot_0066.mp4
train,tt2760634,0008,MS,2,Static,4,26,1.04,0.20,./../data/train/tt2760634/shot_0008.mp4
train,tt2760634,0056,FS,3,Static,4,33,1.32,0.58,./../data/train/tt2760634/shot_0056.mp4
train,tt2762720,0003,LS,4,Motion,0,131,5.24,1.17,./../data/train/tt2762720/shot_0003.mp4
train,tt2762720,0004,LS,4,Motion,0,22,0.88,0.89,./../data/train/tt2762720/shot_0004.mp4
train,tt2762720,0005,LS,4,Motion,0,14,0.56,0.58,./../data/train/tt2762720/shot_0005.mp4
train,tt2762720,0006,LS,4,Motion,0,21,0.84,0.91,./../data/train/tt2762720/shot_0006.mp4
train,tt2762720,0020,LS,4,Motion,0,150,6.00,1.18,./../data/train/tt2762720/shot_0020.mp4
train,tt2762720,0021,LS,4,Static,4,75,3.00,0.54,./../data/train/tt2762720/shot_0021.mp4
train,tt2762720,0023,LS,4,Static,4,66,2.64,1.24,./../data/train/tt2762720/shot_0023.mp4
train,tt2762720,0025,MS,2,Motion,0,65,2.60,1.07,./../data/train/tt2762720/shot_0025.mp4
train,tt2762720,0026,MS,2,Motion,0,117,4.68,1.59,./../data/train/tt2762720/shot_0026.mp4
train,tt2762970,0038,CS,1,Static,4,14,0.56,0.13,./../data/train/tt2762970/shot_0038.mp4
train,tt2763252,0001,LS,4,Motion,0,94,3.92,1.17,./../data/train/tt2763252/shot_0001.mp4
train,tt2763252,0006,LS,4,Motion,0,89,3.71,1.13,./../data/train/tt2763252/shot_0006.mp4
train,tt2763252,0025,LS,4,Static,4,192,8.01,1.63,./../data/train/tt2763252/shot_0025.mp4
train,tt2763252,0026,FS,3,Static,4,62,2.59,0.67,./../data/train/tt2763252/shot_0026.mp4
train,tt2763252,0035,MS,2,Static,4,56,2.34,0.54,./../data/train/tt2763252/shot_0035.mp4
train,tt2763252,0036,ECS,0,Static,4,86,3.59,0.99,./../data/train/tt2763252/shot_0036.mp4
train,tt2763252,0039,ECS,0,Static,4,33,1.38,0.38,./../data/train/tt2763252/shot_0039.mp4
train,tt2763252,0040,ECS,0,Motion,0,146,6.09,2.14,./../data/train/tt2763252/shot_0040.mp4
train,tt2763252,0043,FS,3,Static,4,46,1.92,0.52,./../data/train/tt2763252/shot_0043.mp4
train,tt2763252,0047,LS,4,Static,4,191,7.97,1.25,./../data/train/tt2763252/shot_0047.mp4
train,tt2763252,0055,CS,1,Static,4,58,2.42,0.68,./../data/train/tt2763252/shot_0055.mp4
train,tt2763252,0059,MS,2,Static,4,167,6.97,1.68,./../data/train/tt2763252/shot_0059.mp4
train,tt2763252,0067,CS,1,Static,4,73,3.04,0.78,./../data/train/tt2763252/shot_0067.mp4
train,tt2763252,0072,ECS,0,Static,4,57,2.38,0.79,./../data/train/tt2763252/shot_0072.mp4
train,tt2763252,0073,CS,1,Motion,0,68,2.84,1.06,./../data/train/tt2763252/shot_0073.mp4
train,tt2763252,0075,ECS,0,Static,4,32,1.33,0.39,./../data/train/tt2763252/shot_0075.mp4
train,tt2763252,0076,ECS,0,Motion,0,106,4.42,1.40,./../data/train/tt2763252/shot_0076.mp4
train,tt2763252,0083,CS,1,Static,4,51,2.13,0.55,./../data/train/tt2763252/shot_0083.mp4
train,tt2763252,0097,LS,4,Motion,0,88,3.67,1.09,./../data/train/tt2763252/shot_0097.mp4
train,tt2763252,0105,CS,1,Static,4,69,2.88,0.62,./../data/train/tt2763252/shot_0105.mp4
train,tt2763304,0007,FS,3,Static,4,15,0.62,0.51,./../data/train/tt2763304/shot_0007.mp4
train,tt2763304,0052,LS,4,Motion,0,35,1.46,0.44,./../data/train/tt2763304/shot_0052.mp4
train,tt2763304,0066,CS,1,Motion,0,14,0.58,0.31,./../data/train/tt2763304/shot_0066.mp4
train,tt2763304,0072,CS,1,Static,4,16,0.67,0.22,./../data/train/tt2763304/shot_0072.mp4
train,tt2763304,0089,CS,1,Static,4,19,0.79,0.24,./../data/train/tt2763304/shot_0089.mp4
train,tt2763304,0095,FS,3,Static,4,20,0.83,0.33,./../data/train/tt2763304/shot_0095.mp4
train,tt2763516,0020,MS,2,Static,4,14,0.56,0.22,./../data/train/tt2763516/shot_0020.mp4
train,tt2763774,0003,FS,3,Motion,0,45,1.88,0.61,./../data/train/tt2763774/shot_0003.mp4
train,tt2763774,0021,MS,2,Motion,0,29,1.21,0.33,./../data/train/tt2763774/shot_0021.mp4
train,tt2763774,0024,CS,1,Motion,0,24,1.00,0.48,./../data/train/tt2763774/shot_0024.mp4
train,tt2764784,0009,FS,3,Static,4,60,2.40,0.58,./../data/train/tt2764784/shot_0009.mp4
train,tt2766268,0004,MS,2,Motion,0,26,1.08,0.46,./../data/train/tt2766268/shot_0004.mp4
train,tt2766268,0005,FS,3,Push,1,19,0.79,0.21,./../data/train/tt2766268/shot_0005.mp4
train,tt2766268,0018,FS,3,Motion,0,22,0.92,0.29,./../data/train/tt2766268/shot_0018.mp4
train,tt2766268,0025,MS,2,Static,4,19,0.79,0.20,./../data/train/tt2766268/shot_0025.mp4
train,tt2766268,0027,MS,2,Static,4,44,1.84,0.43,./../data/train/tt2766268/shot_0027.mp4
train,tt2766268,0032,FS,3,Motion,0,23,0.96,0.36,./../data/train/tt2766268/shot_0032.mp4
train,tt2767266,0012,MS,2,Static,4,35,1.46,0.41,./../data/train/tt2767266/shot_0012.mp4
train,tt2767266,0022,MS,2,Static,4,19,0.79,0.30,./../data/train/tt2767266/shot_0022.mp4
train,tt2767736,0002,MS,2,Static,4,129,5.16,3.88,./../data/train/tt2767736/shot_0002.mp4
train,tt2767924,0032,FS,3,Motion,0,20,0.80,0.64,./../data/train/tt2767924/shot_0032.mp4
train,tt2767924,0033,MS,2,Static,4,28,1.12,0.57,./../data/train/tt2767924/shot_0033.mp4
train,tt2767924,0035,CS,1,Static,4,21,0.84,0.36,./../data/train/tt2767924/shot_0035.mp4
train,tt2767924,0074,FS,3,Static,4,17,0.68,0.32,./../data/train/tt2767924/shot_0074.mp4
train,tt2767924,0093,MS,2,Motion,0,18,0.72,0.43,./../data/train/tt2767924/shot_0093.mp4
train,tt2768766,0002,FS,3,Static,4,39,1.56,0.66,./../data/train/tt2768766/shot_0002.mp4
train,tt2768766,0010,ECS,0,Static,4,31,1.24,0.35,./../data/train/tt2768766/shot_0010.mp4
train,tt2768766,0015,ECS,0,Static,4,19,0.76,0.26,./../data/train/tt2768766/shot_0015.mp4
train,tt2768766,0019,LS,4,Static,4,74,2.96,0.93,./../data/train/tt2768766/shot_0019.mp4
train,tt2768766,0021,MS,2,Static,4,64,2.56,1.16,./../data/train/tt2768766/shot_0021.mp4
train,tt2768766,0032,MS,2,Motion,0,25,1.00,0.29,./../data/train/tt2768766/shot_0032.mp4
train,tt2768780,0030,LS,4,Static,4,134,5.59,0.67,./../data/train/tt2768780/shot_0030.mp4
train,tt2769184,0013,MS,2,Static,4,30,1.25,0.11,./../data/train/tt2769184/shot_0013.mp4
train,tt2770350,0004,FS,3,Motion,0,202,6.74,3.96,./../data/train/tt2770350/shot_0004.mp4
train,tt2770350,0010,FS,3,Static,4,90,3.00,0.49,./../data/train/tt2770350/shot_0010.mp4
train,tt2770350,0011,ECS,0,Static,4,93,3.10,1.39,./../data/train/tt2770350/shot_0011.mp4
train,tt2770350,0027,LS,4,Static,4,114,3.80,0.81,./../data/train/tt2770350/shot_0027.mp4
train,tt2771200,0029,FS,3,Motion,0,23,0.96,0.45,./../data/train/tt2771200/shot_0029.mp4
train,tt2771372,0002,MS,2,Static,4,33,1.32,0.08,./../data/train/tt2771372/shot_0002.mp4
train,tt2771372,0007,FS,3,Static,4,38,1.52,0.32,./../data/train/tt2771372/shot_0007.mp4
train,tt2771372,0016,CS,1,Static,4,40,1.60,0.26,./../data/train/tt2771372/shot_0016.mp4
train,tt2771372,0017,CS,1,Static,4,28,1.12,0.18,./../data/train/tt2771372/shot_0017.mp4
train,tt2771372,0018,MS,2,Static,4,79,3.16,0.29,./../data/train/tt2771372/shot_0018.mp4
train,tt2771372,0035,MS,2,Static,4,19,0.76,0.08,./../data/train/tt2771372/shot_0035.mp4
train,tt2771372,0036,CS,1,Static,4,24,0.96,0.09,./../data/train/tt2771372/shot_0036.mp4
train,tt2771372,0046,CS,1,Static,4,14,0.56,0.05,./../data/train/tt2771372/shot_0046.mp4
train,tt2771924,0008,ECS,0,Motion,0,35,1.46,0.30,./../data/train/tt2771924/shot_0008.mp4
train,tt2771924,0022,ECS,0,Static,4,28,1.17,0.39,./../data/train/tt2771924/shot_0022.mp4
train,tt2771924,0040,FS,3,Static,4,22,0.92,0.17,./../data/train/tt2771924/shot_0040.mp4
train,tt2771924,0042,MS,2,Static,4,32,1.33,0.22,./../data/train/tt2771924/shot_0042.mp4
train,tt2771924,0044,CS,1,Static,4,21,0.88,0.21,./../data/train/tt2771924/shot_0044.mp4
train,tt2771924,0046,FS,3,Static,4,39,1.62,0.42,./../data/train/tt2771924/shot_0046.mp4
train,tt2771924,0053,FS,3,Static,4,24,1.00,0.22,./../data/train/tt2771924/shot_0053.mp4
train,tt2771926,0005,LS,4,Motion,0,19,0.79,0.29,./../data/train/tt2771926/shot_0005.mp4
train,tt2771926,0015,FS,3,Static,4,31,1.29,0.53,./../data/train/tt2771926/shot_0015.mp4
train,tt2771926,0041,MS,2,Static,4,27,1.12,0.26,./../data/train/tt2771926/shot_0041.mp4
train,tt2771926,0053,MS,2,Push,1,22,0.92,0.22,./../data/train/tt2771926/shot_0053.mp4
train,tt2771926,0061,FS,3,Motion,0,20,0.83,0.30,./../data/train/tt2771926/shot_0061.mp4
train,tt2772092,0047,FS,3,Motion,0,16,0.67,0.47,./../data/train/tt2772092/shot_0047.mp4
train,tt2772978,0018,CS,1,Static,4,35,1.46,0.29,./../data/train/tt2772978/shot_0018.mp4
train,tt2772978,0025,ECS,0,Motion,0,70,2.92,0.83,./../data/train/tt2772978/shot_0025.mp4
train,tt2774210,0021,FS,3,Motion,0,24,1.00,0.20,./../data/train/tt2774210/shot_0021.mp4
train,tt2774238,0003,FS,3,Motion,0,82,3.28,1.88,./../data/train/tt2774238/shot_0003.mp4
train,tt2774238,0005,ECS,0,Static,4,57,2.28,1.34,./../data/train/tt2774238/shot_0005.mp4
train,tt2774238,0009,CS,1,Motion,0,85,3.40,1.61,./../data/train/tt2774238/shot_0009.mp4
train,tt2774238,0035,MS,2,Motion,0,69,2.76,1.13,./../data/train/tt2774238/shot_0035.mp4
train,tt2774262,0015,MS,2,Static,4,85,3.54,0.37,./../data/train/tt2774262/shot_0015.mp4
train,tt2774262,0053,MS,2,Static,4,44,1.83,0.17,./../data/train/tt2774262/shot_0053.mp4
train,tt2776354,0028,LS,4,Static,4,26,1.08,0.26,./../data/train/tt2776354/shot_0028.mp4
train,tt2776412,0012,LS,4,Motion,0,23,0.96,0.30,./../data/train/tt2776412/shot_0012.mp4
train,tt2776412,0040,MS,2,Static,4,36,1.50,0.48,./../data/train/tt2776412/shot_0040.mp4
train,tt2776412,0056,CS,1,Static,4,24,1.00,0.17,./../data/train/tt2776412/shot_0056.mp4
train,tt2776412,0061,FS,3,Motion,0,20,0.83,0.14,./../data/train/tt2776412/shot_0061.mp4
train,tt2776882,0007,CS,1,Static,4,37,1.48,0.18,./../data/train/tt2776882/shot_0007.mp4
train,tt2776882,0013,FS,3,Motion,0,50,2.00,0.69,./../data/train/tt2776882/shot_0013.mp4
train,tt2776882,0022,ECS,0,Static,4,29,1.16,0.24,./../data/train/tt2776882/shot_0022.mp4
train,tt2776882,0029,CS,1,Pull,2,36,1.44,0.42,./../data/train/tt2776882/shot_0029.mp4
train,tt2776882,0032,MS,2,Static,4,30,1.20,0.23,./../data/train/tt2776882/shot_0032.mp4
train,tt2776882,0036,ECS,0,Motion,0,19,0.76,0.18,./../data/train/tt2776882/shot_0036.mp4
train,tt2776882,0037,CS,1,Static,4,19,0.76,0.10,./../data/train/tt2776882/shot_0037.mp4
